id;s;s_id;t;t_id;m;m_unit;p;p_unit;h;h_unit;T;T_unit;x;x_unit;Air;INCOMP::S800
0x7f53934f5358;cas;out1;tes discharger;in2;217.35944448077146;kg / s;48.57142857142857;bar;419.44581733652467;kJ / kg;29.999999999991417;C;nan;nan;1;0
0x7f53934f5630;tes discharger;out2;turb1;in1;217.35944448077146;kg / s;46.29398711586157;bar;614.9028532869073;kJ / kg;215.00000000001012;C;nan;nan;1;0
0x7f53934f57b8;turb1;out1;reheater;in2;217.35944448077146;kg / s;5.336810540741548;bar;456.08528091474255;kJ / kg;57.21361971515847;C;nan;nan;1;0
0x7f53934f5940;reheater;out2;turb2;in1;217.35944448077146;kg / s;5.073934227517855;bar;616.9729291411103;kJ / kg;215.0000000000017;C;nan;nan;1;0
0x7f53934f5ac8;turb2;out1;ambient;in1;217.35944448077146;kg / s;1.0;bar;448.84246889651484;kJ / kg;49.238816245935595;C;nan;nan;1;0
0x7f53a2a5ada0;hot tank;out1;spliter 1;in1;240.00897423969778;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f53934f5e10;spliter 1;out1;tes discharger;in1;123.16626070093217;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e2e8;spliter 1;out2;reheater;in1;116.8427135387656;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e470;tes discharger;out1;merge 1;in1;123.16626070093217;kg / s;9.701032955898846;bar;30.902533557176046;kJ / kg;38.61714584291025;C;nan;nan;0;1
0x7f539349e5f8;reheater;out1;merge 1;in2;116.8427135387656;kg / s;9.701032955898846;bar;76.54308719898619;kJ / kg;66.0567590487114;C;nan;nan;0;1
0x7f539349e780;merge 1;out1;cold tank;in1;240.00897423969778;kg / s;9.701032955898846;bar;53.12156162399672;kJ / kg;52.07166204788274;C;nan;nan;0;1
