id;s;s_id;t;t_id;m;m_unit;p;p_unit;h;h_unit;T;T_unit;x;x_unit;Air;INCOMP::S800
0x7f53934f5358;cas;out1;tes discharger;in2;256.8793434772731;kg / s;57.14285714285714;bar;417.7505907173741;kJ / kg;29.99999999999244;C;nan;nan;1;0
0x7f53934f5630;tes discharger;out2;turb1;in1;256.87934347727315;kg / s;54.43313371345448;bar;614.5489550570517;kJ / kg;215.00000000000585;C;nan;nan;1;0
0x7f53934f57b8;turb1;out1;reheater;in2;256.8793434772731;kg / s;6.2763872325755035;bar;455.6698341183914;kJ / kg;56.9721865441345;C;nan;nan;1;0
0x7f53934f5940;reheater;out2;turb2;in1;256.87934347727315;kg / s;5.964137220957751;bar;616.9229136761128;kJ / kg;215.0000000000012;C;nan;nan;1;0
0x7f53934f5ac8;turb2;out1;ambient;in1;256.8793434772732;kg / s;1.0;bar;435.322738257168;kJ / kg;35.813457048081034;C;nan;nan;1;0
0x7f53a2a5ada0;hot tank;out1;spliter 1;in1;286.08262513638743;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f53934f5e10;spliter 1;out1;tes discharger;in1;147.1927352179395;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e2e8;spliter 1;out2;reheater;in1;138.88988991844795;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e470;tes discharger;out1;merge 1;in1;147.1927352179395;kg / s;9.572845873060167;bar;32.38756234457398;kJ / kg;39.52815968665078;C;nan;nan;0;1
0x7f539349e5f8;reheater;out1;merge 1;in2;138.88988991844795;kg / s;9.572845873060167;bar;77.59770790121306;kJ / kg;66.68748297677621;C;nan;nan;0;1
0x7f539349e780;merge 1;out1;cold tank;in1;286.08262513638743;kg / s;9.572845873060167;bar;54.33657842538294;kJ / kg;52.807854822186414;C;nan;nan;0;1
