id;s;s_id;t;t_id;m;m_unit;p;p_unit;h;h_unit;T;T_unit;x;x_unit;Air;INCOMP::S800
0x7f53934f5358;cas;out1;tes discharger;in2;138.31964648776366;kg / s;48.57142857142857;bar;419.4458173365233;kJ / kg;29.999999999989143;C;nan;nan;1;0
0x7f53934f5630;tes discharger;out2;turb1;in1;138.31964648776366;kg / s;47.66568749369785;bar;614.8420211438329;kJ / kg;215.00000000001472;C;nan;nan;1;0
0x7f53934f57b8;turb1;out1;reheater;in2;138.31964648776366;kg / s;3.4775872765439346;bar;434.46395509092497;kJ / kg;35.48403723506539;C;nan;nan;1;0
0x7f53934f5940;reheater;out2;turb2;in1;138.31964648776366;kg / s;3.3188773522475716;bar;617.0722791594494;kJ / kg;214.99999999998892;C;nan;nan;1;0
0x7f53934f5ac8;turb2;out1;ambient;in1;138.31964648776366;kg / s;1.0;bar;488.481158815434;kJ / kg;88.53724400218965;C;nan;nan;1;0
0x7f53a2a5ada0;hot tank;out1;spliter 1;in1;153.41906215611246;kg / s;10.0;bar;375.83817187449506;kJ / kg;230.0;C;nan;nan;0;1
0x7f53934f5e10;spliter 1;out1;tes discharger;in1;77.84580924970962;kg / s;10.0;bar;375.83817187449506;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e2e8;spliter 1;out2;reheater;in1;75.57325290640286;kg / s;10.0;bar;375.83817187449506;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e470;tes discharger;out1;merge 1;in1;77.84580924970962;kg / s;9.880642575877522;bar;28.650133158346822;kJ / kg;37.23440464378996;C;nan;nan;0;1
0x7f539349e5f8;reheater;out1;merge 1;in2;75.57325290640286;kg / s;9.880642575877522;bar;41.6151781631649;kJ / kg;45.11914796240819;C;nan;nan;0;1
0x7f539349e780;merge 1;out1;cold tank;in1;153.41906215611246;kg / s;9.880642575877522;bar;35.036631754558336;kJ / kg;41.12641616464299;C;nan;nan;0;1
