id;s;s_id;t;t_id;m;m_unit;p;p_unit;h;h_unit;T;T_unit;x;x_unit;Air;INCOMP::S800
0x7f53934f5358;cas;out1;tes discharger;in2;138.31964648776366;kg / s;61.42857142857143;bar;416.91645572841725;kJ / kg;29.999999999989086;C;nan;nan;1;0
0x7f53934f5630;tes discharger;out2;turb1;in1;138.31964648776366;kg / s;60.71343873588467;bar;614.2872984314344;kJ / kg;215.00000000001359;C;nan;nan;1;0
0x7f53934f57b8;turb1;out1;reheater;in2;138.31964648776366;kg / s;3.4756347319797705;bar;424.17833878326303;kJ / kg;25.30280973076873;C;nan;nan;1;0
0x7f53934f5940;reheater;out2;turb2;in1;138.31964648776366;kg / s;3.3188773522475827;bar;617.0722791594516;kJ / kg;214.99999999999113;C;nan;nan;1;0
0x7f53934f5ac8;turb2;out1;ambient;in1;138.31964648776366;kg / s;1.0;bar;488.4811588154342;kJ / kg;88.53724400218977;C;nan;nan;1;0
0x7f53a2a5ada0;hot tank;out1;spliter 1;in1;155.08738359793654;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f53934f5e10;spliter 1;out1;tes discharger;in1;78.66888736136978;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e2e8;spliter 1;out2;reheater;in1;76.41849623656675;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e470;tes discharger;out1;merge 1;in1;78.66888736136978;kg / s;9.87810006235666;bar;28.810698811756943;kJ / kg;37.33256598200251;C;nan;nan;0;1
0x7f539349e5f8;reheater;out1;merge 1;in2;76.41849623656675;kg / s;9.87810006235666;bar;26.694666617985476;kJ / kg;36.03968692042133;C;nan;nan;0;1
0x7f539349e780;merge 1;out1;cold tank;in1;155.08738359793657;kg / s;9.87810006235666;bar;27.76803502773615;kJ / kg;36.69572370572183;C;nan;nan;0;1
