id;s;s_id;t;t_id;m;m_unit;p;p_unit;h;h_unit;T;T_unit;x;x_unit;Air;INCOMP::S800
0x7f53934f5358;cas;out1;tes discharger;in2;197.5994949825195;kg / s;52.85714285714286;bar;418.59376741051443;kJ / kg;29.999999999992497;C;nan;nan;1;0
0x7f53934f5630;tes discharger;out2;turb1;in1;197.5994949825195;kg / s;51.1420701374235;bar;614.6900187338887;kJ / kg;215.00000000001017;C;nan;nan;1;0
0x7f53934f57b8;turb1;out1;reheater;in2;197.5994949825195;kg / s;4.866408622242642;bar;446.1645867874018;kJ / kg;47.33163965508476;C;nan;nan;1;0
0x7f53934f5940;reheater;out2;turb2;in1;197.5994949825195;kg / s;4.631125234442442;bar;616.9979023215247;kJ / kg;214.99999999999903;C;nan;nan;1;0
0x7f53934f5ac8;turb2;out1;ambient;in1;197.5994949825195;kg / s;1.0;bar;456.7467277968016;kJ / kg;57.08350331311931;C;nan;nan;1;0
0x7f53a2a5ada0;hot tank;out1;spliter 1;in1;219.4204476355014;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f53934f5e10;spliter 1;out1;tes discharger;in1;112.15314414965223;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e2e8;spliter 1;out2;reheater;in1;107.26730348584918;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e470;tes discharger;out1;merge 1;in1;112.15314414965223;kg / s;9.75214498861056;bar;30.341658840855512;kJ / kg;38.272717951760455;C;nan;nan;0;1
0x7f539349e5f8;reheater;out1;merge 1;in2;107.26730348584918;kg / s;9.75214498861056;bar;61.14230669703832;kJ / kg;56.88100000488231;C;nan;nan;0;1
0x7f539349e780;merge 1;out1;cold tank;in1;219.42044763550143;kg / s;9.75214498861056;bar;45.39906336606339;kJ / kg;47.41414322848004;C;nan;nan;0;1
