id;s;s_id;t;t_id;m;m_unit;p;p_unit;h;h_unit;T;T_unit;x;x_unit;Air;INCOMP::S800
0x7f53934f5358;cas;out1;tes discharger;in2;276.63929297552676;kg / s;70.0;bar;415.2760473051116;kJ / kg;29.999999999999886;C;nan;nan;1;0
0x7f53934f5630;tes discharger;out2;turb1;in1;276.6392929755268;kg / s;67.44469681706103;bar;614.0176299589774;kJ / kg;214.99999999999778;C;nan;nan;1;0
0x7f53934f57b8;turb1;out1;reheater;in2;276.63929297552676;kg / s;6.744785332167723;bar;447.8043329922825;kJ / kg;49.30678674557112;C;nan;nan;1;0
0x7f53934f5940;reheater;out2;turb2;in1;276.6392929755268;kg / s;6.410923506814827;bar;616.8979063186972;kJ / kg;215.00000000000006;C;nan;nan;1;0
0x7f53934f5ac8;turb2;out1;ambient;in1;276.63929297552687;kg / s;1.0;bar;429.4709728511099;kJ / kg;30.000000000000284;C;nan;nan;1;0
0x7f53a2a5ada0;hot tank;out1;spliter 1;in1;312.06805003058804;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f53934f5e10;spliter 1;out1;tes discharger;in1;160.53009792839345;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e2e8;spliter 1;out2;reheater;in1;151.53795210219457;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e470;tes discharger;out1;merge 1;in1;160.53009792839345;kg / s;9.491798164277823;bar;33.349556844015744;kJ / kg;40.117755835567266;C;nan;nan;0;1
0x7f539349e5f8;reheater;out1;merge 1;in2;151.53795210219457;kg / s;9.491798164277823;bar;67.15030904671605;kJ / kg;60.481417364207005;C;nan;nan;0;1
0x7f539349e780;merge 1;out1;cold tank;in1;312.068050030588;kg / s;9.491798164277823;bar;49.7629537547501;kJ / kg;50.05928334529557;C;nan;nan;0;1
