id;s;s_id;t;t_id;design;offdesign;m;m_unit;m_unit_set;m0;m_set;m_ref;m_ref_f;m_ref_d;m_ref_set;p;p_unit;p_unit_set;p0;p_set;p_ref;p_ref_f;p_ref_d;p_ref_set;h;h_unit;h_unit_set;h0;h_set;h_ref;h_ref_f;h_ref_d;h_ref_set;T;T_unit;T_unit_set;T0;T_set;T_ref;T_ref_f;T_ref_d;T_ref_set;x;x_unit;x_unit_set;x0;x_set;x_ref;x_ref_f;x_ref_d;x_ref_set;v;v_unit;v_unit_set;v0;v_set;v_ref;v_ref_f;v_ref_d;v_ref_set;air;air0;air_set;balance
0x7fa4b3d7e9e8;fresh air;out1;compressor stage 1;in1;[];[];181.93325438337283;kg / s;False;181.93325438337283;False;nan;nan;nan;False;1.01325;bar;False;1.01325;True;nan;nan;nan;False;414.93391062599346;kJ / kg;False;414.93391062599346;False;nan;nan;nan;False;15.555999999999983;C;False;15.555999999999983;True;nan;nan;nan;False;nan;nan;False;nan;False;nan;nan;nan;False;148.73892836789565;m3 / s;False;nan;False;nan;nan;nan;False;1;1;True;False
0x7fa4b3d7ea58;compressor stage 1;out1;intercooler;in1;[];[];181.93325438337283;kg / s;False;181.93325438337283;False;nan;nan;nan;False;5.06625;bar;False;5.06625;False;nan;nan;nan;False;614.1193881273122;kJ / kg;False;614.1193881273122;False;nan;nan;nan;False;212.227682958887;C;False;212.227682958887;False;nan;nan;nan;False;nan;nan;False;nan;False;nan;nan;nan;False;50.11429898010618;m3 / s;False;nan;False;nan;nan;nan;False;1;1;False;False
0x7fa4b3d7ec18;intercooler;out1;compressor stage 2;in1;[];[];181.93325438337283;kg / s;False;181.93325438337283;False;nan;nan;nan;False;5.0155875;bar;False;5.0155875;False;nan;nan;nan;False;438.7111532285303;kJ / kg;False;438.7111532285303;False;nan;nan;nan;False;39.99999999997675;C;False;39.99999999997675;True;nan;nan;nan;False;nan;nan;False;nan;False;nan;nan;nan;False;32.57461539542568;m3 / s;False;nan;False;nan;nan;nan;False;1;1;False;False
0x7fa4b3d7edd8;compressor stage 2;out1;after cooler;in1;[];[];181.93325438337283;kg / s;False;181.93325438337283;False;nan;nan;nan;False;66.07249277701142;bar;False;66.07249277701142;False;nan;nan;nan;False;844.1430139528343;kJ / kg;False;844.1430139528343;False;nan;nan;nan;False;429.820249827068;C;False;429.820249827068;False;nan;nan;nan;False;nan;nan;False;nan;False;nan;nan;nan;False;5.695609680418563;m3 / s;False;nan;False;nan;nan;nan;False;1;1;False;False
0x7fa4b3d7ef98;after cooler;out1;power plant outlet;in1;[];[];181.93325438337283;kg / s;False;181.93325438337283;False;nan;nan;nan;False;65.4117678492413;bar;False;65.4117678492413;False;0x7fa4b3d7ef60;1.0;0.0;True;410.6052901803181;kJ / kg;False;410.6052901803181;False;nan;nan;nan;False;24.999999999997897;C;False;24.999999999997897;True;nan;nan;nan;False;nan;nan;False;nan;False;nan;nan;nan;False;2.3549730288462576;m3 / s;False;nan;False;nan;nan;nan;False;1;1;False;False
0x7fa4b3d7ef60;power plant outlet source;out1;pipe;in1;[];[];20.21480604259698;kg / s;False;20.21480604259698;False;0x7fa4b3d7ef98;0.1111111111111111;0.0;True;65.4117678492413;bar;False;65.4117678492413;False;nan;nan;nan;False;410.6052901803181;kJ / kg;False;410.6052901803181;False;0x7fa4b3d7ef98;1.0;0.0;True;24.999999999997897;C;False;24.999999999997897;False;nan;nan;nan;False;nan;nan;False;nan;False;nan;nan;nan;False;0.2616636698718064;m3 / s;False;nan;False;nan;nan;nan;False;1;1;True;False
0x7fa4b3d86358;pipe;out1;cas;in1;[];[];20.21480604259698;kg / s;False;20.21480604259698;False;nan;nan;nan;False;65.0;bar;False;65.0;True;nan;nan;nan;False;410.6052901803181;kJ / kg;False;410.6052901803181;False;nan;nan;nan;False;24.926022532613672;C;False;24.926022532613672;False;nan;nan;nan;False;nan;nan;False;nan;False;nan;nan;nan;False;0.263247072585276;m3 / s;False;nan;False;nan;nan;nan;False;1;1;False;False
