id;s;s_id;t;t_id;m;m_unit;p;p_unit;h;h_unit;T;T_unit;x;x_unit;Air;INCOMP::S800
0x7f53934f5358;cas;out1;tes discharger;in2;256.87934347727423;kg / s;65.71428571428572;bar;416.0915439260047;kJ / kg;29.999999999993463;C;nan;nan;1;0
0x7f53934f5630;tes discharger;out2;turb1;in1;256.8793434772743;kg / s;63.371095901914416;bar;614.1795079319145;kJ / kg;215.0000000000059;C;nan;nan;1;0
0x7f53934f57b8;turb1;out1;reheater;in2;256.87934347727423;kg / s;6.273431065280253;bar;447.5016661718434;kJ / kg;48.91948952951384;C;nan;nan;1;0
0x7f53934f5940;reheater;out2;turb2;in1;256.8793434772743;kg / s;5.96413722095776;bar;616.9229136761115;kJ / kg;215.00000000000114;C;nan;nan;1;0
0x7f53934f5ac8;turb2;out1;ambient;in1;256.87934347727435;kg / s;1.0;bar;435.3227382571665;kJ / kg;35.81345704807967;C;nan;nan;1;0
0x7f53a2a5ada0;hot tank;out1;spliter 1;in1;288.56158788896727;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f53934f5e10;spliter 1;out1;tes discharger;in1;148.2179905467107;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e2e8;spliter 1;out2;reheater;in1;140.34359734225657;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e470;tes discharger;out1;merge 1;in1;148.2179905467107;kg / s;9.566858353128127;bar;32.52825411824398;kJ / kg;39.61413999488002;C;nan;nan;0;1
0x7f539349e5f8;reheater;out1;merge 1;in2;140.34359734225657;kg / s;9.566858353128127;bar;65.73625305405349;kJ / kg;59.6345906910048;C;nan;nan;0;1
0x7f539349e780;merge 1;out1;cold tank;in1;288.56158788896727;kg / s;9.566858353128127;bar;48.6791564794502;kJ / kg;49.40254918718506;C;nan;nan;0;1
