id;s;s_id;t;t_id;m;m_unit;p;p_unit;h;h_unit;T;T_unit;x;x_unit;Air;INCOMP::S800
0x7f53934f5358;cas;out1;tes discharger;in2;276.63929297552573;kg / s;61.42857142857143;bar;416.9164557284281;kJ / kg;29.99999999999892;C;nan;nan;1;0
0x7f53934f5630;tes discharger;out2;turb1;in1;276.6392929755258;kg / s;58.50186702591792;bar;614.3783211331597;kJ / kg;215.00000000000017;C;nan;nan;1;0
0x7f53934f57b8;turb1;out1;reheater;in2;276.63929297552573;kg / s;6.747781615563306;bar;455.4776486065188;kJ / kg;56.86711993295427;C;nan;nan;1;0
0x7f53934f5940;reheater;out2;turb2;in1;276.6392929755258;kg / s;6.410923506814805;bar;616.8979063186971;kJ / kg;215.00000000000006;C;nan;nan;1;0
0x7f53934f5ac8;turb2;out1;ambient;in1;276.63929297552585;kg / s;1.0;bar;429.4709728511102;kJ / kg;30.00000000000057;C;nan;nan;1;0
0x7f53a2a5ada0;hot tank;out1;spliter 1;in1;309.4527357271628;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f53934f5e10;spliter 1;out1;tes discharger;in1;159.4195768903823;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e2e8;spliter 1;out2;reheater;in1;150.0331588367805;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e470;tes discharger;out1;merge 1;in1;159.4195768903823;kg / s;9.49882715932073;bar;33.184453299176575;kJ / kg;40.01690893096645;C;nan;nan;0;1
0x7f539349e5f8;reheater;out1;merge 1;in2;150.0331588367805;kg / s;9.49882715932073;bar;78.20272707256233;kJ / kg;67.04915670494853;C;nan;nan;0;1
0x7f539349e780;merge 1;out1;cold tank;in1;309.4527357271628;kg / s;9.49882715932073;bar;55.010835941193676;kJ / kg;53.21628369873599;C;nan;nan;0;1
