id;s;s_id;t;t_id;m;m_unit;p;p_unit;h;h_unit;T;T_unit;x;x_unit;Air;INCOMP::S800
0x7f53934f5358;cas;out1;tes discharger;in2;158.07959598601562;kg / s;44.285714285714285;bar;420.30658753521055;kJ / kg;29.999999999989143;C;nan;nan;1;0
0x7f53934f5630;tes discharger;out2;turb1;in1;158.07959598601562;kg / s;42.98045589110995;bar;615.0518204102274;kJ / kg;215.0000000000124;C;nan;nan;1;0
0x7f53934f57b8;turb1;out1;reheater;in2;158.07959598601562;kg / s;3.9382175806660253;bar;444.73953160992187;kJ / kg;45.74338125604203;C;nan;nan;1;0
0x7f53934f5940;reheater;out2;turb2;in1;158.07959598601562;kg / s;3.752675371628529;bar;617.0476305938324;kJ / kg;214.99999999999085;C;nan;nan;1;0
0x7f53934f5ac8;turb2;out1;ambient;in1;158.07959598601562;kg / s;1.0;bar;475.74865552643445;kJ / kg;75.92620902221819;C;nan;nan;1;0
0x7f53a2a5ada0;hot tank;out1;spliter 1;in1;174.33377454386573;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f53934f5e10;spliter 1;out1;tes discharger;in1;88.78234374485992;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e2e8;spliter 1;out2;reheater;in1;85.55143079900581;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e470;tes discharger;out1;merge 1;in1;88.78234374485992;kg / s;9.84473164555157;bar;29.088509333991176;kJ / kg;37.50372326526946;C;nan;nan;0;1
0x7f539349e5f8;reheater;out1;merge 1;in2;85.55143079900581;kg / s;9.84473164555157;bar;57.451975196045794;kJ / kg;54.665935926675445;C;nan;nan;0;1
0x7f539349e780;merge 1;out1;cold tank;in1;174.33377454386573;kg / s;9.84473164555157;bar;43.00741342051387;kJ / kg;45.963677169135224;C;nan;nan;0;1
