id;s;s_id;t;t_id;m;m_unit;p;p_unit;h;h_unit;T;T_unit;x;x_unit;Air;INCOMP::S800
0x7f53934f5358;cas;out1;tes discharger;in2;276.6392929755229;kg / s;40.0;bar;421.17594303255953;kJ / kg;29.99999999999551;C;nan;nan;1;0
0x7f53934f5630;tes discharger;out2;turb1;in1;276.63929297552295;kg / s;35.30508407796733;bar;615.4080404296278;kJ / kg;215.00000000000364;C;nan;nan;1;0
0x7f53934f57b8;turb1;out1;reheater;in2;276.6392929755229;kg / s;6.7599037827061945;bar;486.6499274358011;kJ / kg;87.56890920416532;C;nan;nan;1;0
0x7f53934f5940;reheater;out2;turb2;in1;276.63929297552295;kg / s;6.41092350681474;bar;616.8979063186972;kJ / kg;215.00000000000006;C;nan;nan;1;0
0x7f53934f5ac8;turb2;out1;ambient;in1;276.639292975523;kg / s;1.0;bar;429.4709728511108;kJ / kg;30.000000000001194;C;nan;nan;1;0
0x7f53a2a5ada0;hot tank;out1;spliter 1;in1;299.9850073582315;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f53934f5e10;spliter 1;out1;tes discharger;in1;156.6376251531085;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e2e8;spliter 1;out2;reheater;in1;143.347382205123;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e470;tes discharger;out1;merge 1;in1;156.6376251531085;kg / s;9.51621507066952;bar;32.802901488109256;kJ / kg;39.78375997236151;C;nan;nan;0;1
0x7f539349e5f8;reheater;out1;merge 1;in2;143.347382205123;kg / s;9.51621507066952;bar;124.47879414902211;kJ / kg;94.08967548078363;C;nan;nan;0;1
0x7f539349e780;merge 1;out1;cold tank;in1;299.9850073582315;kg / s;9.51621507066952;bar;76.61008818716515;kJ / kg;66.10462441863967;C;nan;nan;0;1
