id;s;s_id;t;t_id;m;m_unit;p;p_unit;h;h_unit;T;T_unit;x;x_unit;Air;INCOMP::S800
0x7f53934f5358;cas;out1;tes discharger;in2;138.31964648776366;kg / s;52.85714285714286;bar;418.5937674105107;kJ / kg;29.999999999989086;C;nan;nan;1;0
0x7f53934f5630;tes discharger;out2;turb1;in1;138.31964648776366;kg / s;52.02558419785222;bar;614.6518796231917;kJ / kg;215.00000000001472;C;nan;nan;1;0
0x7f53934f57b8;turb1;out1;reheater;in2;138.31964648776366;kg / s;3.4768673345569905;bar;430.6692698297157;kJ / kg;31.727986771666508;C;nan;nan;1;0
0x7f53934f5940;reheater;out2;turb2;in1;138.31964648776366;kg / s;3.3188773522475796;bar;617.0722791594497;kJ / kg;214.9999999999893;C;nan;nan;1;0
0x7f53934f5ac8;turb2;out1;ambient;in1;138.31964648776366;kg / s;1.0;bar;488.481158815434;kJ / kg;88.53724400218965;C;nan;nan;1;0
0x7f53a2a5ada0;hot tank;out1;spliter 1;in1;154.01020902905907;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f53934f5e10;spliter 1;out1;tes discharger;in1;78.12163873978604;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e2e8;spliter 1;out2;reheater;in1;75.88857028927303;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e470;tes discharger;out1;merge 1;in1;78.12163873978604;kg / s;9.879793524847265;bar;28.70402044373091;kJ / kg;37.26734939750719;C;nan;nan;0;1
0x7f539349e5f8;reheater;out1;merge 1;in2;75.88857028927303;kg / s;9.879793524847265;bar;36.08742605778565;kJ / kg;41.76532207950066;C;nan;nan;0;1
0x7f539349e780;merge 1;out1;cold tank;in1;154.01020902905907;kg / s;9.879793524847265;bar;32.34219546763964;kJ / kg;39.48634670172328;C;nan;nan;0;1
