id;s;s_id;t;t_id;m;m_unit;p;p_unit;h;h_unit;T;T_unit;x;x_unit;Air;INCOMP::S800
0x7f53934f5358;cas;out1;tes discharger;in2;217.35944448077146;kg / s;57.14285714285714;bar;417.75059071737434;kJ / kg;29.999999999992497;C;nan;nan;1;0
0x7f53934f5630;tes discharger;out2;turb1;in1;217.35944448077146;kg / s;55.21993863425376;bar;614.5156352532094;kJ / kg;215.0000000000112;C;nan;nan;1;0
0x7f53934f57b8;turb1;out1;reheater;in2;217.35944448077146;kg / s;5.333950157591257;bar;446.6963033971645;kJ / kg;47.94631558301904;C;nan;nan;1;0
0x7f53934f5940;reheater;out2;turb2;in1;217.35944448077146;kg / s;5.0739342275178645;bar;616.9729291411129;kJ / kg;215.00000000000188;C;nan;nan;1;0
0x7f53934f5ac8;turb2;out1;ambient;in1;217.35944448077146;kg / s;1.0;bar;448.8424688965159;kJ / kg;49.23881624593645;C;nan;nan;1;0
0x7f53a2a5ada0;hot tank;out1;spliter 1;in1;242.26215206568506;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f53934f5e10;spliter 1;out1;tes discharger;in1;124.03854573909013;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e2e8;spliter 1;out2;reheater;in1;118.22360632659492;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e470;tes discharger;out1;merge 1;in1;124.03854573909013;kg / s;9.696772521993378;bar;31.036154737776737;kJ / kg;38.69881697625544;C;nan;nan;0;1
0x7f539349e5f8;reheater;out1;merge 1;in2;118.22360632659492;kg / s;9.696772521993378;bar;62.77689815966142;kJ / kg;57.86118209945886;C;nan;nan;0;1
0x7f539349e780;merge 1;out1;cold tank;in1;242.26215206568506;kg / s;9.696772521993378;bar;46.525595093300886;kJ / kg;48.0971357694051;C;nan;nan;0;1
