id;x;y
0x7f53934f5f98;[0.01, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 1.0, 1.5, 2.0];[0.03, 0.158, 0.344, 0.469, 0.535, 0.59, 0.638, 0.68, 0.718, 0.752, 0.783, 0.812, 0.839, 0.864, 0.887, 0.909, 0.929, 0.948, 0.966, 0.984, 1.0, 1.128, 1.216]
0x7f539349e9b0;[0.01, 0.05, 0.1, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 1.0, 1.5, 2.0];[0.03, 0.158, 0.344, 0.469, 0.535, 0.59, 0.638, 0.68, 0.718, 0.752, 0.783, 0.812, 0.839, 0.864, 0.887, 0.909, 0.929, 0.948, 0.966, 0.984, 1.0, 1.128, 1.216]
0x7f539349e908;[0.01, 0.04, 0.07, 0.11, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 1.0, 1.5, 2.0];[0.018, 0.075, 0.134, 0.215, 0.3, 0.412, 0.507, 0.564, 0.614, 0.66, 0.701, 0.739, 0.774, 0.806, 0.836, 0.864, 0.89, 0.915, 0.938, 0.96, 0.981, 1.0, 1.151, 1.253]
0x7f539349ea90;[0.01, 0.04, 0.07, 0.11, 0.15, 0.2, 0.25, 0.3, 0.35, 0.4, 0.45, 0.5, 0.55, 0.6, 0.65, 0.7, 0.75, 0.8, 0.85, 0.9, 0.95, 1.0, 1.5, 2.0];[0.018, 0.075, 0.134, 0.215, 0.3, 0.412, 0.507, 0.564, 0.614, 0.66, 0.701, 0.739, 0.774, 0.806, 0.836, 0.864, 0.89, 0.915, 0.938, 0.96, 0.981, 1.0, 1.151, 1.253]
0x7f539349eeb8;[0.0, 0.1905, 0.381, 0.5714, 0.7619, 0.9524, 1.0, 1.1429, 1.3333, 1.5238, 1.7143, 1.9048];[0.0, 0.3975, 0.6772, 0.8581, 0.9593, 0.9985, 1.0, 0.9875, 0.9357, 0.8464, 0.7219, 0.5643]
0x7f539349eac8;[0.0, 0.1905, 0.381, 0.5714, 0.7619, 0.9524, 1.0, 1.1429, 1.3333, 1.5238, 1.7143, 1.9048];[0.0, 0.3975, 0.6772, 0.8581, 0.9593, 0.9985, 1.0, 0.9875, 0.9357, 0.8464, 0.7219, 0.5643]
0x7f539349efd0;[0, 1, 2];[1, 1, 1]
0x7f539349ed30;[0, 1, 2];[1, 1, 1]
