id;s;s_id;t;t_id;m;m_unit;p;p_unit;h;h_unit;T;T_unit;x;x_unit;air
0x7f2d020fab00;fresh air;out1;compressor stage 1;in1;182.35955036379508;kg / s;1.01325;bar;414.93391062599335;kJ / kg;15.555999999999983;C;nan;nan;1
0x7f2d020fab38;compressor stage 1;out1;intercooler;in1;182.35955036379508;kg / s;5.06625;bar;614.1193881273114;kJ / kg;212.2276829588851;C;nan;nan;1
0x7f2d020facf8;intercooler;out1;compressor stage 2;in1;182.35955036379508;kg / s;5.0155875;bar;438.711153228473;kJ / kg;39.99999999997078;C;nan;nan;1
0x7f2d020faeb8;compressor stage 2;out1;after cooler;in1;182.35955036379508;kg / s;65.65656565656566;bar;842.7296196969518;kJ / kg;428.5309815043162;C;nan;nan;1
0x7f2d020fa860;after cooler;out1;cas;in1;182.35955036379508;kg / s;65.0;bar;410.6874404169885;kJ / kg;24.99999999997442;C;nan;nan;1
