input,level,output
0,29188.099,12104.808
0,13910.466,12222.106
0,6285.0014,6100.3718
0,5397.882,709.69558
0,5397.882,0
0,5397.882,0
0,5397.882,0
0,5397.882,0
0,4654.805,594.46154
0,0,3723.844
0,0,0
0,0,0
0,0,0
12799,10239.2,0
12799,20478.4,0
12799,30717.6,0
12799,40956.8,0
12799,51196,0
0,51196,0
0,51196,0
0,37444.666,11001.068
0,21445.916,12799
0,5447.1655,12799
0,0,4357.7324
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
12799,10239.2,0
12799,20478.4,0
12799,30717.6,0
12799,40956.8,0
12799,51196,0
12283.196,61022.557,0
0,58474.197,2038.6879
0,42475.447,12799
0,26476.697,12799
0,10477.947,12799
0,0,8382.3579
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
12799,10239.2,0
12799,20478.4,0
12799,30717.6,0
12799,40956.8,0
12799,51196,0
12799,61435.2,0
8977.4921,68617.194,0
0,68617.194,0
0,68617.194,0
0,52618.444,12799
0,36619.694,12799
0,20620.944,12799
0,10996.464,7699.5836
0,6825.5524,3336.7295
0,133.56561,5353.5894
0,133.56561,0
0,133.56561,0
0,133.56561,0
0,133.56561,0
0,133.56561,0
0,133.56561,0
0,133.56561,0
0,0,106.85249
0,0,0
0,0,0
10998.744,8798.995,0
12799,19038.195,0
12799,29277.395,0
12799,39516.595,0
12799,49755.795,0
12799,59994.995,0
0,59994.995,0
0,58521.158,1179.0694
0,49367.45,7322.9669
0,36856.168,10009.025
0,21784.89,12057.023
0,16646.277,4110.8907
0,14442.995,1762.6252
0,14442.995,0
0,14442.995,0
6596.258,19720.001,0
9263.2043,27130.565,0
11353.284,36213.192,0
7228.3309,41995.857,0
1104.0987,42879.136,0
0,42158.103,576.82592
0,36319.583,4670.8161
0,35007.379,1049.7632
5485.0648,39395.431,0
12799,49634.631,0
12799,59873.831,0
12799,70113.031,0
12799,80352.231,0
12799,90591.431,0
790.71109,91224,0
0,91224,0
0,91224,0
0,75225.25,12799
0,59226.5,12799
0,45324.286,11121.771
0,29963.991,12288.237
0,17458.62,10004.296
0,17458.62,0
0,17458.62,0
0,17458.62,0
1238.3169,18449.274,0
1544.5541,19684.917,0
5256.1869,23889.866,0
3115.944,26382.622,0
0,26382.622,0
0,26382.622,0
4257.7231,29788.8,0
12799,40028,0
12799,50267.2,0
12799,60506.4,0
12799,70745.6,0
12799,80984.8,0
12799,91224,0
0,91224,0
0,91224,0
0,91224,0
0,89671.293,1242.1656
0,89671.293,0
0,89671.293,0
0,89671.293,0
0,89671.293,0
0,89671.293,0
0,89671.293,0
0,89671.293,0
0,89671.293,0
0,89671.293,0
0,89671.293,0
0,89671.293,0
0,89671.293,0
0,89671.293,0
0,89671.293,0
0,89671.293,0
0,89671.293,0
0,89671.293,0
0,89671.293,0
1826.967,91132.867,0
113.91673,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,88909.891,1851.287
0,88909.891,0
0,88909.891,0
0,88909.891,0
0,88909.891,0
0,88909.891,0
0,88909.891,0
0,88909.891,0
0,88909.891,0
0,88909.891,0
0,88909.891,0
0,82459.631,5160.2081
0,68633.219,11061.13
0,60409.862,6578.6859
0,60409.862,0
0,60409.862,0
87.326284,60479.723,0
8855.1699,67563.859,0
5092.6483,71637.977,0
0,71637.977,0
0,71637.977,0
0,64405.447,5786.0242
0,48969.069,12349.103
0,32970.319,12799
0,16971.569,12799
0,2705.4628,11412.885
0,0,2164.3703
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
12799,10239.2,0
12799,20478.4,0
12799,30717.6,0
12799,40956.8,0
12799,51196,0
12799,61435.2,0
0,61435.2,0
0,61435.2,0
0,58817.469,2094.1845
0,54156.992,3728.3815
0,54156.992,0
0,54156.992,0
0,54156.992,0
0,54156.992,0
0,54156.992,0
0,54156.992,0
0,54156.992,0
0,54156.992,0
0,54156.992,0
0,54156.992,0
0,53518.277,510.97268
0,49923.064,2876.1698
0,49923.064,0
0,49923.064,0
0,49923.064,0
11068.76,58778.073,0
12799,69017.273,0
12799,79256.473,0
12799,89495.673,0
2160.4092,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,88559.568,2131.5457
0,78882.396,7741.7377
0,65975.741,10325.324
0,57051.678,7139.2507
0,50847.668,4963.2081
0,47624.093,2578.8595
0,47624.093,0
0,47624.093,0
0,47624.093,0
0,47624.093,0
449.84303,47983.968,0
0,47983.968,0
0,47983.968,0
0,47983.968,0
0,38392.74,7672.9817
0,29174.265,7374.7805
0,29174.265,0
0,29174.265,0
0,29174.265,0
0,29174.265,0
0,29174.265,0
0,29174.265,0
0,29174.265,0
0,29174.265,0
0,24575.989,3678.621
0,14205.472,8296.4134
0,3178.0586,8821.9305
0,0,2542.4469
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
12799,10239.2,0
12799,20478.4,0
12799,30717.6,0
12799,40956.8,0
12799,51196,0
12799,61435.2,0
0,58651.904,2226.6371
0,48965.119,7749.4278
0,40812.131,6522.3901
0,26486.517,11460.491
0,18414.735,6457.4253
0,12104.654,5048.0653
0,3271.3249,7066.6631
0,0,2617.0599
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
11277.723,9022.1785,0
12799,19261.378,0
12799,29500.578,0
12799,39739.778,0
12799,49978.978,0
12799,60218.178,0
12799,70457.378,0
0,70457.378,0
0,54458.628,12799
0,38459.878,12799
0,22461.128,12799
0,6462.3785,12799
0,0,5169.9028
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
12799,10239.2,0
12799,20478.4,0
12799,30717.6,0
12799,40956.8,0
12799,51196,0
12799,61435.2,0
12799,71674.4,0
0,71674.4,0
0,55794.314,12704.068
0,39795.564,12799
0,23796.814,12799
0,7798.0645,12799
0,0,6238.4516
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8859.1259,7087.3007,0
12799,17326.501,0
12799,27565.701,0
12799,37804.901,0
12799,48044.101,0
12799,58283.301,0
12799,68522.501,0
0,68522.501,0
0,59937.144,6868.285
0,59937.144,0
0,53052.101,5508.0348
0,51303.44,1398.9288
0,51303.44,0
0,51303.44,0
0,51303.44,0
0,51303.44,0
0,51303.44,0
0,51303.44,0
0,51303.44,0
0,50130.037,938.72259
0,39666.799,8370.5901
0,23668.049,12799
0,7669.2991,12799
0,0,6135.4393
0,0,0
0,0,0
12444.559,9955.6469,0
12799,20194.847,0
12799,30434.047,0
12799,40673.247,0
7715.5068,46845.652,0
0,46845.652,0
0,32146.954,11758.959
0,16148.204,12799
0,13843.049,1844.1238
0,13843.049,0
0,13843.049,0
0,13843.049,0
0,13843.049,0
0,13843.049,0
0,13843.049,0
0,13843.049,0
0,13843.049,0
0,13843.049,0
0,13843.049,0
0,13843.049,0
0,13843.049,0
0,13843.049,0
7565.562,19895.499,0
12799,30134.699,0
12799,40373.899,0
12799,50613.099,0
12799,60852.299,0
12799,71091.499,0
12799,81330.699,0
853.43599,82013.447,0
0,82013.447,0
0,82013.447,0
0,72607.506,7524.7533
0,70675.231,1545.8199
0,70675.231,0
0,70675.231,0
0,70675.231,0
0,70675.231,0
0,70675.231,0
0,70675.231,0
0,70675.231,0
0,70675.231,0
0,70675.231,0
0,70675.231,0
0,70675.231,0
0,70675.231,0
0,70675.231,0
0,70675.231,0
8620.6992,77571.79,0
11755.953,86976.553,0
5309.3093,91224,0
0,91224,0
0,91224,0
0,91224,0
0,88443.292,2224.5667
0,72444.542,12799
0,56445.792,12799
0,40447.042,12799
0,31905.47,6833.2575
0,31905.47,0
0,31905.47,0
0,31905.47,0
0,31905.47,0
0,31905.47,0
0,31905.47,0
0,31905.47,0
0,31905.47,0
0,31905.47,0
0,31905.47,0
0,31905.47,0
0,31905.47,0
0,31905.47,0
0,31905.47,0
0,31905.47,0
0,31905.47,0
0,31905.47,0
0,31905.47,0
0,31905.47,0
0,31905.47,0
0,21106.463,8639.2056
0,5107.7126,12799
0,0,4086.1701
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
10246.393,8197.1144,0
12799,18436.314,0
12799,28675.514,0
12799,38914.714,0
12799,49153.914,0
12799,59393.114,0
12799,69632.314,0
0,69632.314,0
0,69632.314,0
0,68003.684,1302.9047
0,63518.957,3587.7813
0,62633.933,708.01945
0,62633.933,0
0,62633.933,0
0,62633.933,0
0,62633.933,0
0,62633.933,0
0,62633.933,0
0,62633.933,0
0,62633.933,0
0,62633.933,0
0,62633.933,0
0,62633.933,0
0,62633.933,0
0,62633.933,0
2287.2825,64463.759,0
11873.42,73962.495,0
12799,84201.695,0
8777.8814,91224,0
0,91224,0
0,91224,0
0,91224,0
0,75225.25,12799
0,59226.5,12799
0,43227.75,12799
0,27229,12799
0,11230.25,12799
0,815.15358,8332.0771
0,815.15358,0
0,815.15358,0
0,815.15358,0
0,815.15358,0
0,815.15358,0
0,815.15358,0
0,0,652.12286
0,0,0
0,0,0
0,0,0
12799,10239.2,0
12799,20478.4,0
12799,30717.6,0
12799,40956.8,0
12799,51196,0
12799,61435.2,0
12799,71674.4,0
6685.3002,77022.64,0
0,77022.64,0
0,77022.64,0
0,73995.031,2422.0872
0,73842.118,122.33077
0,73842.118,0
0,73842.118,0
0,73842.118,0
0,73842.118,0
0,73842.118,0
0,73842.118,0
0,73842.118,0
0,71078.172,2211.1566
0,55079.422,12799
0,39080.672,12799
0,23081.922,12799
0,23081.922,0
0,23081.922,0
0,23081.922,0
2746.8526,25279.404,0
9059.2285,32526.787,0
6628.1388,37829.298,0
0,37829.298,0
0,37829.298,0
0,37829.298,0
0,29673.283,6524.8118
0,13674.533,12799
0,0,10939.627
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
388.9347,311.14776,0
5595.4706,4787.5243,0
12799,15026.724,0
12799,25265.924,0
12799,35505.124,0
12799,45744.324,0
12799,55983.524,0
9896.4977,63900.722,0
0,63900.722,0
0,53116.256,8627.5735
0,37117.506,12799
0,21118.756,12799
0,21118.756,0
12602.847,31201.033,0
12799,41440.233,0
12799,51679.433,0
12799,61918.633,0
12799,72157.833,0
12799,82397.033,0
11033.709,91224,0
0,91224,0
0,75225.25,12799
0,59226.5,12799
0,43227.75,12799
0,27229,12799
0,11230.25,12799
0,2018.6929,7369.2457
0,0,1614.9543
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
7378.8424,5903.0739,0
12799,16142.274,0
12799,26381.474,0
12799,36620.674,0
12799,46859.874,0
12799,57099.074,0
12799,67338.274,0
12799,77577.474,0
12799,87816.674,0
0,87816.674,0
0,73587.4,11383.419
0,60899.103,10150.638
0,51444.389,7563.7716
0,43754.626,6151.81
0,41716.613,1630.4111
0,41716.613,0
0,41716.613,0
0,41716.613,0
0,41716.613,0
0,41716.613,0
0,41716.613,0
0,41090.141,501.17732
0,41090.141,0
0,41090.141,0
0,41090.141,0
4284.2383,44517.532,0
12799,54756.732,0
12799,64995.932,0
12799,75235.132,0
12799,85474.332,0
7187.0856,91224,0
0,91224,0
0,91224,0
0,91224,0
0,84981.247,4994.2025
0,76147.843,7066.7233
0,70146.504,4801.0712
0,68170.185,1581.0552
0,68170.185,0
0,68170.185,0
0,68170.185,0
0,68170.185,0
0,68170.185,0
0,68170.185,0
0,68094.61,60.459568
0,52095.86,12799
0,36097.11,12799
0,20098.36,12799
0,4099.6104,12799
0,0,3279.6883
0,0,0
0,0,0
7093.6912,5674.9529,0
8777.4435,12696.908,0
3268.4094,15311.635,0
0,12425.783,2308.6816
0,0,9940.6266
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
6305.9179,5044.7343,0
12799,15283.934,0
12799,25523.134,0
12799,35762.334,0
12799,46001.534,0
12799,56240.734,0
12799,66479.934,0
12675.207,76620.1,0
0,76620.1,0
0,65528.106,8873.5949
0,49529.356,12799
0,35676.001,11082.684
0,33945.924,1384.0621
0,33945.924,0
0,33945.924,0
2814.9732,36197.902,0
4476.4176,39779.036,0
4833.4454,43645.793,0
5095.7086,47722.359,0
505.23281,48126.546,0
0,48126.546,0
0,39142.861,7186.9481
0,23144.111,12799
0,8645.1813,11599.143
0,5085.3176,2847.891
0,5085.3176,0
12799,15324.518,0
12799,25563.718,0
12799,35802.918,0
12799,46042.118,0
12799,56281.318,0
12799,66520.518,0
7880.0163,72824.531,0
0,72824.531,0
0,62785.563,8031.1741
0,47740.487,12036.061
0,39248.941,6793.2375
0,37113.545,1708.3167
0,37113.545,0
0,37113.545,0
5352.3828,41395.451,0
8242.6903,47989.603,0
5130.2196,52093.779,0
3732.9142,55080.11,0
0,55080.11,0
0,47229.298,6280.6499
0,31230.548,12799
0,25217.874,4810.1389
0,25217.874,0
12799,35457.074,0
12799,45696.274,0
12799,55935.474,0
12799,66174.674,0
12799,76413.874,0
12799,86653.074,0
5713.6575,91224,0
0,91224,0
0,75225.25,12799
0,59226.5,12799
0,43227.75,12799
0,27229,12799
0,11540.069,12551.145
0,7431.2552,3287.051
0,7431.2552,0
136.56043,7540.5036,0
5828.0068,12202.909,0
8451.1985,18963.868,0
6060.4372,23812.218,0
0,23812.218,0
0,12618.609,8954.887
0,404.21823,9771.5125
0,0,323.37458
2733.5483,2186.8386,0
12799,12426.039,0
12799,22665.239,0
12799,32904.439,0
12799,43143.639,0
12799,53382.839,0
12799,63622.039,0
12799,73861.239,0
12799,84100.439,0
571.31484,84557.49,0
0,83843.276,571.37127
0,67844.526,12799
0,63566.206,3422.6563
0,54380.589,7348.4936
0,54380.589,0
0,54380.589,0
0,54380.589,0
0,54380.589,0
0,54380.589,0
0,54380.589,0
0,54380.589,0
0,40501.266,11103.458
0,24502.516,12799
0,19295.488,4165.6222
0,19295.488,0
12799,29534.688,0
12799,39773.888,0
12799,50013.088,0
12799,60252.288,0
12799,70491.488,0
12799,80730.688,0
12799,90969.888,0
317.63977,91224,0
0,77665.28,10846.976
0,61666.53,12799
0,45667.78,12799
0,29669.03,12799
0,13670.28,12799
0,11301.933,1894.6771
0,11301.933,0
0,11301.933,0
0,11301.933,0
0,11301.933,0
0,11301.933,0
0,11301.933,0
0,11301.933,0
0,11301.933,0
0,11301.933,0
10309.583,19549.6,0
12799,29788.8,0
12799,40028,0
12799,50267.2,0
12799,60506.4,0
12799,70745.6,0
12799,80984.8,0
12799,91224,0
0,91224,0
0,91224,0
0,87395.322,3062.9423
0,76779.95,8492.2973
0,69096.059,6147.1134
0,64539.857,3644.9612
0,64539.857,0
0,64539.857,0
0,64539.857,0
0,64539.857,0
0,64539.857,0
0,64539.857,0
0,57022.783,6013.659
0,41024.033,12799
0,25025.283,12799
0,9026.5334,12799
0,7912.2859,891.39798
0,7912.2859,0
0,7912.2859,0
1731.0391,9297.1172,0
7403.4596,15219.885,0
8727.0282,22201.507,0
2088.0289,23871.931,0
0,23871.931,0
0,23871.931,0
0,23804.939,53.593201
0,14234.062,7656.7016
0,3293.4028,8752.5275
0,0,2634.7222
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
1951.8472,1561.4778,0
2442.959,3515.845,0
0,3515.845,0
0,3515.845,0
0,3515.845,0
0,3515.845,0
0,3515.845,0
10153.935,11638.993,0
12799,21878.193,0
12799,32117.393,0
12799,42356.593,0
12799,52595.793,0
12799,62834.993,0
12799,73074.193,0
12799,83313.393,0
338.78267,83584.419,0
0,83584.419,0
0,83584.419,0
0,83584.419,0
0,83584.419,0
0,83584.419,0
4329.7139,87048.191,0
3421.2941,89785.226,0
1798.4678,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,88228.739,2396.2088
0,74665.663,10850.461
0,58666.913,12799
0,44714.933,11161.584
0,37498.528,5773.124
0,37498.528,0
0,37498.528,0
786.27957,38127.552,0
2019.3898,39743.064,0
841.01057,40415.872,0
0,40415.872,0
0,40415.872,0
0,32131.175,6627.758
0,19047.637,10466.83
0,13844.747,4162.3121
0,13844.747,0
6030.3641,18669.038,0
12799,28908.238,0
12799,39147.438,0
12799,49386.638,0
12799,59625.838,0
12799,69865.038,0
7473.9518,75844.2,0
0,75844.2,0
0,68466.844,5901.8848
0,52468.094,12799
0,36469.344,12799
0,20470.594,12799
0,12935.618,6027.9809
0,12935.618,0
0,12935.618,0
0,12935.618,0
5547.7051,17373.782,0
6358.168,22460.316,0
2700.1734,24620.455,0
0,24620.455,0
0,14186.238,8347.3734
0,0,11348.99
0,0,0
0,0,0
0,0,0
0,0,0
222.77673,178.22139,0
4609.5674,3865.8753,0
9659.6789,11593.618,0
11664.669,20925.353,0
12799,31164.553,0
0,31164.553,0
0,31164.553,0
0,21848.04,7453.2108
0,9391.2066,9965.4665
0,0,7512.9653
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
12336.355,9869.0838,0
12799,20108.284,0
12799,30347.484,0
12799,40586.684,0
12799,50825.884,0
12799,61065.084,0
12799,71304.284,0
0,63372.315,6345.5752
0,47373.565,12799
0,31374.815,12799
0,15376.065,12799
0,8498.2284,5502.2691
0,8195.5816,242.11747
0,8195.5816,0
0,8195.5816,0
0,8195.5816,0
0,8195.5816,0
0,8195.5816,0
0,8195.5816,0
0,8195.5816,0
0,8195.5816,0
0,8195.5816,0
0,8195.5816,0
9994.8937,16191.497,0
12799,26430.697,0
12799,36669.897,0
12799,46909.097,0
12799,57148.297,0
12799,67387.497,0
12799,77626.697,0
12799,87865.897,0
4197.6293,91224,0
0,91224,0
0,91224,0
0,88109.028,2491.9779
0,87219.582,711.55632
0,87219.582,0
0,87219.582,0
0,87219.582,0
0,87219.582,0
0,87219.582,0
0,87219.582,0
0,87219.582,0
0,87219.582,0
0,74585.487,10107.276
0,58990.265,12476.178
0,56871.856,1694.7266
0,56871.856,0
0,56871.856,0
3859.2158,59959.229,0
12799,70198.429,0
12799,80437.629,0
12799,90676.829,0
683.9636,91224,0
0,91224,0
0,91224,0
0,77458.045,11012.764
0,61459.295,12799
0,45460.545,12799
0,29461.795,12799
0,13463.045,12799
0,10069.838,2714.5657
0,10069.838,0
0,10069.838,0
0,10069.838,0
0,10069.838,0
0,10069.838,0
0,10069.838,0
0,4383.5659,4549.0179
0,0,3506.8527
0,0,0
0,0,0
4376.1971,3500.9577,0
12799,13740.158,0
12799,23979.358,0
12799,34218.558,0
12799,44457.758,0
12799,54696.958,0
2611.3437,56786.033,0
0,56786.033,0
0,56786.033,0
0,50027.417,5406.8928
0,39171.918,8684.3987
0,29284.438,7909.984
0,28595.775,550.93033
0,28595.775,0
0,28595.775,0
0,28595.775,0
0,28595.775,0
0,28595.775,0
0,28595.775,0
0,28595.775,0
0,28595.775,0
0,28595.775,0
0,28595.775,0
0,28595.775,0
0,28595.775,0
0,28595.775,0
10793.921,37230.913,0
12729.676,47414.653,0
9262.5984,54824.732,0
2271.0703,56641.588,0
0,56641.588,0
0,56641.588,0
0,56641.588,0
0,45248.241,9114.6781
0,29249.491,12799
0,13250.741,12799
0,7786.3168,4371.5392
0,7786.3168,0
0,7786.3168,0
0,7786.3168,0
0,7786.3168,0
0,7786.3168,0
0,7786.3168,0
0,7786.3168,0
0,4815.6807,2376.5089
0,0,3852.5446
0,0,0
0,0,0
0,0,0
1572.9812,1258.385,0
10678.954,9801.5485,0
12799,20040.749,0
12799,30279.949,0
6594.1346,35555.256,0
0,35555.256,0
0,35555.256,0
0,31322.507,3386.199
0,15323.757,12799
0,0,12259.006
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
11380.654,9104.5234,0
12799,19343.723,0
12799,29582.923,0
12799,39822.123,0
12799,50061.323,0
12799,60300.523,0
12799,70539.723,0
12799,80778.923,0
0,80778.923,0
0,64780.173,12799
0,54038.313,8593.4883
0,38039.563,12799
0,31340.855,5358.9666
0,29108.36,1785.996
0,29108.36,0
0,29108.36,0
0,29108.36,0
0,29108.36,0
0,29108.36,0
0,26428.725,2143.708
0,20144.292,5027.5461
0,14176.004,4774.6303
0,14176.004,0
449.01792,14535.219,0
12799,24774.419,0
12799,35013.619,0
12799,45252.819,0
12799,55492.019,0
12799,65731.219,0
12799,75970.419,0
12799,86209.619,0
6267.9769,91224,0
0,91224,0
0,89314.622,1527.5027
0,83898.823,4332.6392
0,78004.196,4715.7015
0,72592.439,4329.4055
0,68074.775,3614.131
0,68074.775,0
0,68074.775,0
0,67186.608,710.53399
0,59442.707,6195.1204
0,50104.178,7470.8231
0,34105.428,12799
0,22241.438,9491.1919
0,7955.9834,11428.364
0,7955.9834,0
4844.6985,11831.742,0
12799,22070.942,0
12799,32310.142,0
12799,42549.342,0
12799,52788.542,0
12799,63027.742,0
12799,73266.942,0
12799,83506.142,0
9647.3223,91224,0
0,90304.643,735.48552
0,74305.893,12799
0,58307.143,12799
0,42308.393,12799
0,26309.643,12799
0,11001.478,12246.532
0,6224.8134,3821.3318
0,0,4979.8507
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
12799,10239.2,0
12799,20478.4,0
12799,30717.6,0
12799,40956.8,0
12799,51196,0
12799,61435.2,0
12799,71674.4,0
12799,81913.6,0
10076.42,89974.736,0
0,85470.858,3603.1025
0,69472.108,12799
0,53473.358,12799
0,37474.608,12799
0,21475.858,12799
0,5477.1075,12799
0,0,4381.686
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3653.1983,2922.5586,0
12799,13161.759,0
12799,23400.959,0
12799,33640.159,0
8548.375,40478.859,0
0,40478.859,0
0,30628.647,7880.1697
0,14629.897,12799
0,0,11703.917
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
539.21361,431.37088,0
7171.8097,6168.8187,0
7077.4092,11830.746,0
1940.5044,13383.15,0
0,13383.15,0
0,11246.488,1709.3295
0,0,8997.1901
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
3325.3859,2660.3087,0
3816.5428,5713.543,0
3574.3519,8573.0245,0
3381.4162,11278.157,0
0,11278.157,0
0,7556.8031,2977.0835
0,0,6045.4425
0,0,0
0,0,0
0,0,0
12799,10239.2,0
10259.012,18446.41,0
12799,28685.61,0
12799,38924.81,0
10021.326,46941.871,0
6814.5558,52393.515,0
8375.4041,59093.839,0
0,59093.839,0
0,59093.839,0
0,54321.701,3817.7103
0,49120.388,4161.0498
0,47743.534,1101.4836
0,47743.534,0
0,47743.534,0
0,47743.534,0
0,47743.534,0
0,47743.534,0
0,47743.534,0
0,47743.534,0
0,36944.715,8639.0554
0,20945.965,12799
0,4947.2146,12799
0,0,3957.7717
0,0,0
878.44214,702.75372,0
12799,10941.954,0
12799,21181.154,0
12799,31420.354,0
12799,41659.554,0
12799,51898.754,0
12799,62137.954,0
0,62137.954,0
0,60372.359,1412.4757
0,46395.588,11181.417
0,30396.838,12799
0,14398.088,12799
0,2095.6171,9841.977
0,0,1676.4937
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
11638,9310.4,0
12799,19549.6,0
12799,29788.8,0
12799,40028,0
12799,50267.2,0
12799,60506.4,0
12799,70745.6,0
12799,80984.8,0
12799,91224,0
0,91224,0
0,81971.208,7402.2336
0,65972.458,12799
0,52334.839,10910.095
0,40473.086,9489.402
0,25592.45,11904.509
0,24088.083,1203.4933
0,14901.758,7349.0604
0,12872.295,1623.5701
0,8537.4306,3467.8914
0,3551.7604,3988.5362
0,0,2841.4083
0,0,0
0,0,0
0,0,0
11638,9310.4,0
12799,19549.6,0
12799,29788.8,0
12799,40028,0
12799,50267.2,0
12799,60506.4,0
12799,70745.6,0
12799,80984.8,0
12799,91224,0
0,91224,0
0,86745.142,3583.0863
0,74268.287,9981.484
0,63311.682,8765.2844
0,58411.659,3920.0185
0,58411.659,0
0,58411.659,0
0,58411.659,0
0,58411.659,0
0,58411.659,0
0,58411.659,0
0,51424.15,5590.0068
0,35425.4,12799
0,19426.65,12799
0,17142.529,1827.2972
4150.677,20463.07,0
12799,30702.27,0
12799,40941.47,0
12799,51180.67,0
12799,61419.87,0
12799,71659.07,0
12799,81898.27,0
11657.162,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,91224,0
0,79397.731,9461.0154
0,65694.871,10962.288
0,63983.455,1369.1329
0,63983.455,0
0,63983.455,0
0,63983.455,0
1191.6107,64936.743,0
9930.709,72881.31,0
9313.8492,80332.39,0
10661.695,88861.746,0
2952.8173,91224,0
0,91224,0
0,91224,0
0,89873.404,1080.4771
0,83733.306,4912.0784
0,78218.892,4411.5308
0,78218.892,0
0,78218.892,0
0,78218.892,0
0,78218.892,0
0,78218.892,0
0,78218.892,0
0,78218.892,0
0,73234.437,3987.5639
0,57599.496,12507.953
0,44033.507,10852.791
0,43697.894,268.49063
0,43697.894,0
0,43697.894,0
0,43697.894,0
6824.9708,49157.871,0
8248.2865,55756.5,0
4664.5334,59488.127,0
0,59488.127,0
0,59488.127,0
0,59488.127,0
0,54748.139,3791.9904
0,38749.389,12799
0,22750.639,12799
0,6751.8885,12799
0,0,5401.5108
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
8400.5211,6720.4169,0
12799,16959.617,0
12799,27198.817,0
12799,37438.017,0
12362.487,47328.006,0
0,47328.006,0
0,47328.006,0
0,47328.006,0
0,31883.277,12355.784
0,15884.527,12799
0,0,12707.621
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
2378.1135,1902.4908,0
10874.111,10601.779,0
12799,20840.979,0
11369.35,29936.46,0
2199.0466,31695.697,0
0,31695.697,0
0,31695.697,0
0,31474.655,176.83336
0,17584.998,11111.726
0,2826.7845,11806.571
0,0,2261.4276
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
