id;s;s_id;t;t_id;m;m_unit;p;p_unit;h;h_unit;T;T_unit;x;x_unit;Air;INCOMP::S800
0x7f53934f5358;cas;out1;tes discharger;in2;217.35944448077146;kg / s;61.42857142857143;bar;416.9164557284225;kJ / kg;29.999999999993747;C;nan;nan;1;0
0x7f53934f5630;tes discharger;out2;turb1;in1;217.35944448077146;kg / s;59.643241906404846;bar;614.331194143698;kJ / kg;215.00000000001125;C;nan;nan;1;0
0x7f53934f57b8;turb1;out1;reheater;in2;217.35944448077146;kg / s;5.332737908749403;bar;442.7224684837272;kJ / kg;44.02363829275646;C;nan;nan;1;0
0x7f53934f5940;reheater;out2;turb2;in1;217.35944448077146;kg / s;5.073934227517863;bar;616.9729291411119;kJ / kg;215.00000000000318;C;nan;nan;1;0
0x7f53934f5ac8;turb2;out1;ambient;in1;217.35944448077146;kg / s;1.0;bar;448.8424688965153;kJ / kg;49.23881624593571;C;nan;nan;1;0
0x7f53a2a5ada0;hot tank;out1;spliter 1;in1;243.2638976649669;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f53934f5e10;spliter 1;out1;tes discharger;in1;124.47203542773505;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e2e8;spliter 1;out2;reheater;in1;118.79186223723185;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e470;tes discharger;out1;merge 1;in1;124.47203542773505;kg / s;9.694644002979912;bar;31.102442866726104;kJ / kg;38.739331324401405;C;nan;nan;0;1
0x7f539349e5f8;reheater;out1;merge 1;in2;118.79186223723185;kg / s;9.694644002979912;bar;57.00334080357631;kJ / kg;54.40357022321808;C;nan;nan;0;1
0x7f539349e780;merge 1;out1;cold tank;in1;243.2638976649669;kg / s;9.694644002979912;bar;43.750500918366924;kJ / kg;46.42010848720224;C;nan;nan;0;1
