id;s;s_id;t;t_id;m;m_unit;p;p_unit;h;h_unit;T;T_unit;x;x_unit;Air;INCOMP::S800
0x7f53934f5358;cas;out1;tes discharger;in2;158.07959598601562;kg / s;70.0;bar;415.27604730509955;kJ / kg;29.99999999998687;C;nan;nan;1;0
0x7f53934f5630;tes discharger;out2;turb1;in1;158.07959598601562;kg / s;69.1785033275947;bar;613.9499475794455;kJ / kg;215.00000000001234;C;nan;nan;1;0
0x7f53934f57b8;turb1;out1;reheater;in2;158.07959598601562;kg / s;3.933579371977455;bar;423.5483581790248;kJ / kg;24.782832578304294;C;nan;nan;1;0
0x7f53934f5940;reheater;out2;turb2;in1;158.07959598601562;kg / s;3.752675371628534;bar;617.0476305938341;kJ / kg;214.9999999999947;C;nan;nan;1;0
0x7f53934f5ac8;turb2;out1;ambient;in1;158.07959598601562;kg / s;1.0;bar;475.7486555264356;kJ / kg;75.92620902221927;C;nan;nan;1;0
0x7f53a2a5ada0;hot tank;out1;spliter 1;in1;178.2585540527937;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f53934f5e10;spliter 1;out1;tes discharger;in1;90.6627402907822;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e2e8;spliter 1;out2;reheater;in1;87.5958137620115;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e470;tes discharger;out1;merge 1;in1;90.6627402907822;kg / s;9.83807018467314;bar;29.430267286509704;kJ / kg;37.71264316717429;C;nan;nan;0;1
0x7f539349e5f8;reheater;out1;merge 1;in2;87.5958137620115;kg / s;9.83807018467314;bar;26.640128118361112;kJ / kg;36.00820071150588;C;nan;nan;0;1
0x7f539349e780;merge 1;out1;cold tank;in1;178.2585540527937;kg / s;9.83807018467314;bar;28.059199781548074;kJ / kg;36.875461589171266;C;nan;nan;0;1
