id;s;s_id;t;t_id;m;m_unit;p;p_unit;h;h_unit;T;T_unit;x;x_unit;Air;INCOMP::S800
0x7f53934f5358;cas;out1;tes discharger;in2;256.8793434772725;kg / s;52.85714285714286;bar;418.59376741051324;kJ / kg;29.999999999991417;C;nan;nan;1;0
0x7f53934f5630;tes discharger;out2;turb1;in1;256.8793434772726;kg / s;49.91458173074631;bar;614.7433363391186;kJ / kg;215.00000000000585;C;nan;nan;1;0
0x7f53934f57b8;turb1;out1;reheater;in2;256.8793434772725;kg / s;6.278192323868588;bar;460.6642378437327;kJ / kg;61.89558878193611;C;nan;nan;1;0
0x7f53934f5940;reheater;out2;turb2;in1;256.8793434772726;kg / s;5.964137220957735;bar;616.9229136761128;kJ / kg;215.00000000000222;C;nan;nan;1;0
0x7f53934f5ac8;turb2;out1;ambient;in1;256.87934347727264;kg / s;1.0;bar;435.32273825716845;kJ / kg;35.813457048081546;C;nan;nan;1;0
0x7f53a2a5ada0;hot tank;out1;spliter 1;in1;284.65158040070116;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f53934f5e10;spliter 1;out1;tes discharger;in1;146.67720624781978;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e2e8;spliter 1;out2;reheater;in1;137.97437415288138;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e470;tes discharger;out1;merge 1;in1;146.67720624781978;kg / s;9.575840762722796;bar;32.31668153059808;kJ / kg;39.48484071067304;C;nan;nan;0;1
0x7f539349e5f8;reheater;out1;merge 1;in2;137.97437415288138;kg / s;9.575840762722796;bar;84.91729394412371;kJ / kg;71.01489444481126;C;nan;nan;0;1
0x7f539349e780;merge 1;out1;cold tank;in1;284.6515804007011;kg / s;9.575840762722796;bar;57.812891906799486;kJ / kg;54.89447727153157;C;nan;nan;0;1
