label;cp;busses;bus_param;bus_P_ref;bus_char;mode;design;offdesign;interface;Q;Q_set;Q_var;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;D;D_set;D_var;L;L_set;L_var;ks;ks_set;ks_var;kA;kA_set;kA_var;Tamb;Tamb_set;Tamb_var;kA_char;kA_char_set;kA_char_method;kA_char_param;SQ1;SQ1_set;SQ1_var;SQ2;SQ2_set;SQ2_var;Sirr;Sirr_set;Sirr_var;hydro_group;kA_group
pipe;pipe;[];[];[];[];auto;[];[];False;0.0;True;False;0.9778289438901503;False;False;9404.13774922778;False;False;0.25;True;False;700;True;False;4e-05;True;False;1;False;False;1;False;False;0x7fa06ad63518;False;HE_HOT;m;221.11064349592317;False;False;1;False;False;1;False;False;default;default
