id;s;s_id;t;t_id;m;m_unit;p;p_unit;h;h_unit;T;T_unit;x;x_unit;Air;INCOMP::S800
0x7f53934f5358;cas;out1;tes discharger;in2;237.1193939790234;kg / s;52.85714285714286;bar;418.5937674105158;kJ / kg;29.999999999993804;C;nan;nan;1;0
0x7f53934f5630;tes discharger;out2;turb1;in1;237.1193939790234;kg / s;50.36383359682561;bar;614.7237778669378;kJ / kg;215.0000000000103;C;nan;nan;1;0
0x7f53934f57b8;turb1;out1;reheater;in2;237.1193939790234;kg / s;5.805982103747978;bar;455.87099594775304;kJ / kg;57.086302488809736;C;nan;nan;1;0
0x7f53934f5940;reheater;out2;turb2;in1;237.1193939790234;kg / s;5.5183890791995776;bar;616.9479261637231;kJ / kg;215.00000000000148;C;nan;nan;1;0
0x7f53934f5ac8;turb2;out1;ambient;in1;237.1193939790234;kg / s;1.0;bar;441.74523455136;kJ / kg;42.192216443693894;C;nan;nan;1;0
0x7f53a2a5ada0;hot tank;out1;spliter 1;in1;262.9488841826073;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f53934f5e10;spliter 1;out1;tes discharger;in1;135.1142679620513;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e2e8;spliter 1;out2;reheater;in1;127.834616220556;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e470;tes discharger;out1;merge 1;in1;135.1142679620513;kg / s;9.640145014990257;bar;31.638925399739154;kJ / kg;39.068881463900425;C;nan;nan;0;1
0x7f539349e5f8;reheater;out1;merge 1;in2;127.834616220556;kg / s;9.640145014990257;bar;77.05787897703331;kJ / kg;66.36461090852629;C;nan;nan;0;1
0x7f539349e780;merge 1;out1;cold tank;in1;262.94888418260734;kg / s;9.640145014990257;bar;53.719697933691315;kJ / kg;52.43404968246574;C;nan;nan;0;1
