id;s;s_id;t;t_id;m;m_unit;p;p_unit;h;h_unit;T;T_unit;x;x_unit;Air;INCOMP::S800
0x7f53934f5358;cas;out1;tes discharger;in2;237.1193939790234;kg / s;65.71428571428572;bar;416.09154392600266;kJ / kg;29.999999999993804;C;nan;nan;1;0
0x7f53934f5630;tes discharger;out2;turb1;in1;237.1193939790234;kg / s;63.724553978835104;bar;614.1653024023083;kJ / kg;215.0000000000091;C;nan;nan;1;0
0x7f53934f57b8;turb1;out1;reheater;in2;237.1193939790234;kg / s;5.801822529782725;bar;443.3960212999408;kJ / kg;44.780136663376084;C;nan;nan;1;0
0x7f53934f5940;reheater;out2;turb2;in1;237.1193939790234;kg / s;5.518389079199592;bar;616.9479261637238;kJ / kg;215.00000000000227;C;nan;nan;1;0
0x7f53934f5ac8;turb2;out1;ambient;in1;237.1193939790234;kg / s;1.0;bar;441.7452345513612;kJ / kg;42.192216443695145;C;nan;nan;1;0
0x7f53a2a5ada0;hot tank;out1;spliter 1;in1;266.3849353238595;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f53934f5e10;spliter 1;out1;tes discharger;in1;136.53655978728452;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e2e8;spliter 1;out2;reheater;in1;129.848375536575;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e470;tes discharger;out1;merge 1;in1;136.53655978728452;kg / s;9.632508557401243;bar;31.848769723005695;kJ / kg;39.197121462628786;C;nan;nan;0;1
0x7f539349e5f8;reheater;out1;merge 1;in2;129.848375536575;kg / s;9.632508557401243;bar;58.91066057410322;kJ / kg;55.549977321631616;C;nan;nan;0;1
0x7f539349e780;merge 1;out1;cold tank;in1;266.3849353238595;kg / s;9.632508557401243;bar;45.03999077194016;kJ / kg;47.2026017778565;C;nan;nan;0;1
