id;s;s_id;t;t_id;m;m_unit;p;p_unit;h;h_unit;T;T_unit;x;x_unit;Air;INCOMP::S800
0x7f53934f5358;cas;out1;tes discharger;in2;237.1193939790234;kg / s;48.57142857142857;bar;419.44581733652836;kJ / kg;29.999999999993804;C;nan;nan;1;0
0x7f53934f5630;tes discharger;out2;turb1;in1;237.1193939790234;kg / s;45.84453626964187;bar;614.9228915508562;kJ / kg;215.0000000000125;C;nan;nan;1;0
0x7f53934f57b8;turb1;out1;reheater;in2;237.1193939790234;kg / s;5.80778534231762;bar;461.28893116597635;kJ / kg;62.430208454284184;C;nan;nan;1;0
0x7f53934f5940;reheater;out2;turb2;in1;237.1193939790234;kg / s;5.518389079199581;bar;616.9479261637209;kJ / kg;215.00000000000148;C;nan;nan;1;0
0x7f53934f5ac8;turb2;out1;ambient;in1;237.1193939790234;kg / s;1.0;bar;441.7452345513598;kJ / kg;42.19221644369344;C;nan;nan;1;0
0x7f53a2a5ada0;hot tank;out1;spliter 1;in1;261.56299038493114;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f53934f5e10;spliter 1;out1;tes discharger;in1;134.63749416109943;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e2e8;spliter 1;out2;reheater;in1;126.92549622383171;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e470;tes discharger;out1;merge 1;in1;134.63749416109943;kg / s;9.642686700541162;bar;31.569989647094236;kJ / kg;39.0267482075634;C;nan;nan;0;1
0x7f539349e5f8;reheater;out1;merge 1;in2;126.92549622383171;kg / s;9.642686700541162;bar;85.03949344223473;kJ / kg;71.08406628587022;C;nan;nan;0;1
0x7f539349e780;merge 1;out1;cold tank;in1;261.56299038493114;kg / s;9.642686700541162;bar;57.516486481576386;kJ / kg;54.713717418729175;C;nan;nan;0;1
