id;s;s_id;t;t_id;m;m_unit;p;p_unit;h;h_unit;T;T_unit;x;x_unit;Air;INCOMP::S800
0x7f53934f5358;cas;out1;tes discharger;in2;276.63929297552414;kg / s;48.57142857142857;bar;419.4458173365293;kJ / kg;29.999999999995623;C;nan;nan;1;0
0x7f53934f5630;tes discharger;out2;turb1;in1;276.6392929755242;kg / s;44.80604986379473;bar;614.9693922259389;kJ / kg;215.00000000000125;C;nan;nan;1;0
0x7f53934f57b8;turb1;out1;reheater;in2;276.63929297552414;kg / s;6.753988170859118;bar;471.411685182396;kJ / kg;72.56415483732383;C;nan;nan;1;0
0x7f53934f5940;reheater;out2;turb2;in1;276.6392929755242;kg / s;6.410923506814767;bar;616.8979063186971;kJ / kg;215.00000000000006;C;nan;nan;1;0
0x7f53934f5ac8;turb2;out1;ambient;in1;276.63929297552426;kg / s;1.0;bar;429.47097285111073;kJ / kg;30.000000000001137;C;nan;nan;1;0
0x7f53a2a5ada0;hot tank;out1;spliter 1;in1;304.5042432891588;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f53934f5e10;spliter 1;out1;tes discharger;in1;157.7489008296071;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e2e8;spliter 1;out2;reheater;in1;146.7553424595517;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e470;tes discharger;out1;merge 1;in1;157.7489008296071;kg / s;9.50930643574959;bar;32.95461938699981;kJ / kg;39.87647440392806;C;nan;nan;0;1
0x7f539349e5f8;reheater;out1;merge 1;in2;146.7553424595517;kg / s;9.50930643574959;bar;101.59121991824895;kJ / kg;80.80640814570131;C;nan;nan;0;1
0x7f539349e780;merge 1;out1;cold tank;in1;304.5042432891588;kg / s;9.50930643574959;bar;66.03392136131663;kJ / kg;59.81477518269173;C;nan;nan;0;1
