id;s;s_id;t;t_id;m;m_unit;p;p_unit;h;h_unit;T;T_unit;x;x_unit;Air;INCOMP::S800
0x7f53934f5358;cas;out1;tes discharger;in2;217.35944448077146;kg / s;65.71428571428572;bar;416.0915439260039;kJ / kg;29.999999999993804;C;nan;nan;1;0
0x7f53934f5630;tes discharger;out2;turb1;in1;217.35944448077146;kg / s;64.04754911076368;bar;614.1523478141796;kJ / kg;215.00000000001125;C;nan;nan;1;0
0x7f53934f57b8;turb1;out1;reheater;in2;217.35944448077146;kg / s;5.331678976418476;bar;439.25374833074994;kJ / kg;40.59949694349075;C;nan;nan;1;0
0x7f53934f5940;reheater;out2;turb2;in1;217.35944448077146;kg / s;5.073934227517858;bar;616.9729291411119;kJ / kg;215.00000000000318;C;nan;nan;1;0
0x7f53934f5ac8;turb2;out1;ambient;in1;217.35944448077146;kg / s;1.0;bar;448.8424688965151;kJ / kg;49.238816245935595;C;nan;nan;1;0
0x7f53a2a5ada0;hot tank;out1;spliter 1;in1;244.18391073263467;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f53934f5e10;spliter 1;out1;tes discharger;in1;124.90324966008247;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e2e8;spliter 1;out2;reheater;in1;119.28066107255219;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e470;tes discharger;out1;merge 1;in1;124.90324966008247;kg / s;9.69251923980394;bar;31.168306008648987;kJ / kg;38.77958469305122;C;nan;nan;0;1
0x7f539349e5f8;reheater;out1;merge 1;in2;119.28066107255219;kg / s;9.69251923980394;bar;51.98900749887083;kJ / kg;51.39072153952395;C;nan;nan;0;1
0x7f539349e780;merge 1;out1;cold tank;in1;244.18391073263464;kg / s;9.69251923980394;bar;41.33894759718188;kJ / kg;44.96043354606741;C;nan;nan;0;1
