id;s;s_id;t;t_id;m;m_unit;p;p_unit;h;h_unit;T;T_unit;x;x_unit;Air;INCOMP::S800
0x7f53934f5358;cas;out1;tes discharger;in2;217.35944448077146;kg / s;44.285714285714285;bar;420.3065875352129;kJ / kg;29.999999999993463;C;nan;nan;1;0
0x7f53934f5630;tes discharger;out2;turb1;in1;217.35944448077146;kg / s;41.773823178963006;bar;615.1067821484513;kJ / kg;215.00000000001245;C;nan;nan;1;0
0x7f53934f57b8;turb1;out1;reheater;in2;217.35944448077146;kg / s;5.338611759239051;bar;462.0067611867548;kJ / kg;63.05743257283012;C;nan;nan;1;0
0x7f53934f5940;reheater;out2;turb2;in1;217.35944448077146;kg / s;5.073934227517856;bar;616.9729291411104;kJ / kg;215.00000000000165;C;nan;nan;1;0
0x7f53934f5ac8;turb2;out1;ambient;in1;217.35944448077146;kg / s;1.0;bar;448.8424688965145;kJ / kg;49.23881624593503;C;nan;nan;1;0
0x7f53a2a5ada0;hot tank;out1;spliter 1;in1;238.6696664638001;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f53934f5e10;spliter 1;out1;tes discharger;in1;122.72845182456658;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e2e8;spliter 1;out2;reheater;in1;115.94121463923352;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e470;tes discharger;out1;merge 1;in1;122.72845182456658;kg / s;9.70315990331353;bar;30.83535096052556;kJ / kg;38.57608097911958;C;nan;nan;0;1
0x7f539349e5f8;reheater;out1;merge 1;in2;115.94121463923352;kg / s;9.70315990331353;bar;85.31714977995426;kJ / kg;71.24520624388168;C;nan;nan;0;1
0x7f539349e780;merge 1;out1;cold tank;in1;238.6696664638001;kg / s;9.70315990331353;bar;57.30157946976512;kJ / kg;54.582096910976816;C;nan;nan;0;1
