id;s;s_id;t;t_id;m;m_unit;p;p_unit;h;h_unit;T;T_unit;x;x_unit;Air;INCOMP::S800
0x7f53934f5358;cas;out1;tes discharger;in2;237.1193939790234;kg / s;57.14285714285714;bar;417.75059071737445;kJ / kg;29.99999999999386;C;nan;nan;1;0
0x7f53934f5630;tes discharger;out2;turb1;in1;237.1193939790234;kg / s;54.84474934001596;bar;614.5315044652939;kJ / kg;215.00000000000904;C;nan;nan;1;0
0x7f53934f57b8;turb1;out1;reheater;in2;237.1193939790234;kg / s;5.804448016015084;bar;451.2664590155332;kJ / kg;52.54426562952278;C;nan;nan;1;0
0x7f53934f5940;reheater;out2;turb2;in1;237.1193939790234;kg / s;5.518389079199591;bar;616.9479261637209;kJ / kg;215.00000000000165;C;nan;nan;1;0
0x7f53934f5ac8;turb2;out1;ambient;in1;237.1193939790234;kg / s;1.0;bar;441.7452345513599;kJ / kg;42.19221644369367;C;nan;nan;1;0
0x7f53a2a5ada0;hot tank;out1;spliter 1;in1;264.1805051087263;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f53934f5e10;spliter 1;out1;tes discharger;in1;135.59012144429477;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e2e8;spliter 1;out2;reheater;in1;128.59038366443156;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e470;tes discharger;out1;merge 1;in1;135.59012144429477;kg / s;9.63759912380836;bar;31.708595785023398;kJ / kg;39.11146079116776;C;nan;nan;0;1
0x7f539349e5f8;reheater;out1;merge 1;in2;128.59038366443156;kg / s;9.63759912380836;bar;70.32318728392863;kJ / kg;62.36494149616857;C;nan;nan;0;1
0x7f539349e780;merge 1;out1;cold tank;in1;264.1805051087263;kg / s;9.63759912380836;bar;50.504324613863226;kJ / kg;50.49933045273673;C;nan;nan;0;1
