id;s;s_id;t;t_id;m;m_unit;p;p_unit;h;h_unit;T;T_unit;x;x_unit;Air;INCOMP::S800
0x7f53934f5358;cas;out1;tes discharger;in2;237.1193939790234;kg / s;40.0;bar;421.1759430325555;kJ / kg;29.999999999991587;C;nan;nan;1;0
0x7f53934f5630;tes discharger;out2;turb1;in1;237.1193939790234;kg / s;36.6308209719079;bar;615.3453829925176;kJ / kg;215.0000000000113;C;nan;nan;1;0
0x7f53934f57b8;turb1;out1;reheater;in2;237.1193939790234;kg / s;5.812321160790788;bar;474.94428970160317;kJ / kg;75.89541500804881;C;nan;nan;1;0
0x7f53934f5940;reheater;out2;turb2;in1;237.1193939790234;kg / s;5.518389025911786;bar;616.9479261667154;kJ / kg;215.00000000000222;C;nan;nan;1;0
0x7f53934f5ac8;turb2;out1;ambient;in1;237.1193939790234;kg / s;1.0;bar;441.74523535824807;kJ / kg;42.192217244967196;C;nan;nan;1;0
0x7f53a2a5ada0;hot tank;out1;spliter 1;in1;258.20767044398434;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f53934f5e10;spliter 1;out1;tes discharger;in1;133.68316349924274;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e2e8;spliter 1;out2;reheater;in1;124.5245069447416;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e470;tes discharger;out1;merge 1;in1;133.68316349924274;kg / s;9.647747070537369;bar;31.431750546701004;kJ / kg;38.94225314647639;C;nan;nan;0;1
0x7f539349e5f8;reheater;out1;merge 1;in2;124.5245069447416;kg / s;9.647747070537369;bar;105.43504362627776;kJ / kg;83.04360957033651;C;nan;nan;0;1
0x7f539349e780;merge 1;out1;cold tank;in1;258.2076704439844;kg / s;9.647747070537369;bar;67.12094431532941;kJ / kg;60.45696603292839;C;nan;nan;0;1
