id;s;s_id;t;t_id;m;m_unit;p;p_unit;h;h_unit;T;T_unit;x;x_unit;Air;INCOMP::S800
0x7f53934f5358;cas;out1;tes discharger;in2;237.1193939790234;kg / s;61.42857142857143;bar;416.9164557284213;kJ / kg;29.999999999992667;C;nan;nan;1;0
0x7f53934f5630;tes discharger;out2;turb1;in1;237.1193939790234;kg / s;59.29622019491433;bar;614.3454884505355;kJ / kg;215.0000000000091;C;nan;nan;1;0
0x7f53934f57b8;turb1;out1;reheater;in2;237.1193939790234;kg / s;5.803070860425736;bar;447.13660145679205;kJ / kg;48.470245255284624;C;nan;nan;1;0
0x7f53934f5940;reheater;out2;turb2;in1;237.1193939790234;kg / s;5.518389079199592;bar;616.9479261637237;kJ / kg;215.00000000000193;C;nan;nan;1;0
0x7f53934f5ac8;turb2;out1;ambient;in1;237.1193939790234;kg / s;1.0;bar;441.7452345513609;kJ / kg;42.19221644369463;C;nan;nan;1;0
0x7f53a2a5ada0;hot tank;out1;spliter 1;in1;265.320072393202;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f53934f5e10;spliter 1;out1;tes discharger;in1;136.0644962281169;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e2e8;spliter 1;out2;reheater;in1;129.2555761650851;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e470;tes discharger;out1;merge 1;in1;136.0644962281169;kg / s;9.635052082970484;bar;31.778891969127248;kJ / kg;39.1544196629705;C;nan;nan;0;1
0x7f539349e5f8;reheater;out1;merge 1;in2;129.2555761650851;kg / s;9.635052082970484;bar;64.31924480046507;kJ / kg;58.78557443508561;C;nan;nan;0;1
0x7f539349e780;merge 1;out1;cold tank;in1;265.32007239320194;kg / s;9.635052082970484;bar;47.63152617011778;kJ / kg;48.76750515307987;C;nan;nan;0;1
