id;s;s_id;t;t_id;m;m_unit;p;p_unit;h;h_unit;T;T_unit;x;x_unit;Air;INCOMP::S800
0x7f53934f5358;cas;out1;tes discharger;in2;138.31964648776366;kg / s;65.71428571428572;bar;416.0915439259998;kJ / kg;29.99999999998903;C;nan;nan;1;0
0x7f53934f5630;tes discharger;out2;turb1;in1;138.31964648776366;kg / s;65.04568990987522;bar;614.112475142812;kJ / kg;215.00000000001359;C;nan;nan;1;0
0x7f53934f57b8;turb1;out1;reheater;in2;138.31964648776366;kg / s;3.4750995206193624;bar;421.3621864505497;kJ / kg;22.515118665480827;C;nan;nan;1;0
0x7f53934f5940;reheater;out2;turb2;in1;138.31964648776366;kg / s;3.3188773522475796;bar;617.0722791594517;kJ / kg;214.99999999999017;C;nan;nan;1;0
0x7f53934f5ac8;turb2;out1;ambient;in1;138.31964648776366;kg / s;1.0;bar;488.4811588154352;kJ / kg;88.53724400219085;C;nan;nan;1;0
0x7f53a2a5ada0;hot tank;out1;spliter 1;in1;155.58493152625664;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f53934f5e10;spliter 1;out1;tes discharger;in1;78.93999778429874;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e2e8;spliter 1;out2;reheater;in1;76.6449337419579;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e470;tes discharger;out1;merge 1;in1;78.93999778429874;kg / s;9.877256708509048;bar;28.863431921624723;kJ / kg;37.36480241344242;C;nan;nan;0;1
0x7f539349e5f8;reheater;out1;merge 1;in2;76.6449337419579;kg / s;9.877256708509048;bar;22.643909501956372;kJ / kg;33.55988348615938;C;nan;nan;0;1
0x7f539349e780;merge 1;out1;cold tank;in1;155.5849315262566;kg / s;9.877256708509048;bar;25.799543413362677;kJ / kg;35.49228933051455;C;nan;nan;0;1
