id;s;s_id;t;t_id;m;m_unit;p;p_unit;h;h_unit;T;T_unit;x;x_unit;Air;INCOMP::S800
0x7f53934f5358;cas;out1;tes discharger;in2;197.5994949825195;kg / s;65.71428571428572;bar;416.0915439260036;kJ / kg;29.999999999992497;C;nan;nan;1;0
0x7f53934f5630;tes discharger;out2;turb1;in1;197.5994949825195;kg / s;64.34067323404918;bar;614.1406132736076;kJ / kg;215.00000000001125;C;nan;nan;1;0
0x7f53934f57b8;turb1;out1;reheater;in2;197.5994949825195;kg / s;4.863363138744808;bar;435.15025667089316;kJ / kg;36.451915002984606;C;nan;nan;1;0
0x7f53934f5940;reheater;out2;turb2;in1;197.5994949825195;kg / s;4.63112523444244;bar;616.9979023215255;kJ / kg;215.00000000000085;C;nan;nan;1;0
0x7f53934f5ac8;turb2;out1;ambient;in1;197.5994949825195;kg / s;1.0;bar;456.74672779680134;kJ / kg;57.08350331311891;C;nan;nan;1;0
0x7f53a2a5ada0;hot tank;out1;spliter 1;in1;221.9913439983708;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f53934f5e10;spliter 1;out1;tes discharger;in1;113.33194894632283;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e2e8;spliter 1;out2;reheater;in1;108.659395052048;kg / s;10.0;bar;375.838171874495;kJ / kg;230.0;C;nan;nan;0;1
0x7f539349e470;tes discharger;out1;merge 1;in1;113.33194894632283;kg / s;9.746894670174756;bar;30.53045901252258;kJ / kg;38.38811909508303;C;nan;nan;0;1
0x7f539349e5f8;reheater;out1;merge 1;in2;108.659395052048;kg / s;9.746894670174756;bar;45.144236691870944;kJ / kg;47.26039054064091;C;nan;nan;0;1
0x7f539349e780;merge 1;out1;cold tank;in1;221.9913439983708;kg / s;9.746894670174756;bar;37.683549819859515;kJ / kg;42.74103878620201;C;nan;nan;0;1
