label;cp;busses;bus_param;bus_P_ref;bus_char;mode;design;offdesign;Q;Q_set;Q_var;pr;pr_set;pr_var;zeta;zeta_set;zeta_var;D;D_set;D_var;L;L_set;L_var;ks;ks_set;ks_var;kA;kA_set;kA_var;Tamb;Tamb_set;Tamb_var;Tamb_ref;Tamb_ref_set;Tamb_ref_var;kA_char;kA_char_set;kA_char_method;kA_char_param;SQ1;SQ1_set;SQ1_var;SQ2;SQ2_set;SQ2_var;Sirr;Sirr_set;Sirr_var
pipe;pipe;[];[];[];[];man;['pr'];['kA', 'Tamb_ref'];0.0;True;False;0.993704988218783;False;False;9574.963971584846;False;False;0.25;True;False;700;True;False;4e-05;True;False;nan;False;False;1;False;False;1;False;False;0x7fb29dfbbcc0;False;HE_HOT;m;36.25135358684296;False;False;nan;False;False;nan;False;False
