id;x;y
0x7fb29df9aef0;[0.81, 0.87, 0.946, 0.971, 1.0, 1.029, 1.062];[[0.46, 0.481, 0.502, 0.523, 0.543, 0.562, 0.583, 0.598, 0.606, 0.612], [0.59, 0.605, 0.62, 0.64, 0.66, 0.685, 0.703, 0.71, 0.711, 0.713], [0.767, 0.805, 0.838, 0.859, 0.87, 0.876, 0.878, 0.878, 0.879, 0.88], [0.874, 0.908, 0.93, 0.943, 0.953, 0.961, 0.962, 0.963, 0.963, 0.964], [0.948, 0.974, 0.987, 0.995, 1.0, 1.002, 1.005, 1.005, 1.006, 1.006], [1.014, 1.017, 1.02, 1.023, 1.026, 1.028, 1.03, 1.032, 1.034, 1.036], [1.045, 1.047, 1.049, 1.051, 1.052, 1.053, 1.054, 1.054, 1.055, 1.056]]
0x7fb29df9afd0;[0.81, 0.87, 0.946, 0.971, 1.0, 1.029, 1.062];[[0.46, 0.481, 0.502, 0.523, 0.543, 0.562, 0.583, 0.598, 0.606, 0.612], [0.59, 0.605, 0.62, 0.64, 0.66, 0.685, 0.703, 0.71, 0.711, 0.713], [0.767, 0.805, 0.838, 0.859, 0.87, 0.876, 0.878, 0.878, 0.879, 0.88], [0.874, 0.908, 0.93, 0.943, 0.953, 0.961, 0.962, 0.963, 0.963, 0.964], [0.948, 0.974, 0.987, 0.995, 1.0, 1.002, 1.005, 1.005, 1.006, 1.006], [1.014, 1.017, 1.02, 1.023, 1.026, 1.028, 1.03, 1.032, 1.034, 1.036], [1.045, 1.047, 1.049, 1.051, 1.052, 1.053, 1.054, 1.054, 1.055, 1.056]]
0x7fb29dfbb358;[0, 0.4, 1, 1.5];[0.5, 0.9, 1, 1.025]
0x7fb29dfbb358;[0, 0.4, 1, 1.5];[0.5, 0.9, 1, 1.025]
0x7fb29dfbbe48;[0, 1, 2, 3];[1, 1, 1, 1]
0x7fb29dfbbfd0;[0, 1, 2, 3];[1, 1, 1, 1]
0x7fb29dfbbcc0;[0, 1, 2, 3];[1, 1, 1, 1]
0x7fb29dfbb438;[0, 1, 2, 3];[1, 1, 1, 1]
